,Location,Property subtype,Price,Number of bedrooms,Living area,Kitchen,Furnished,Open fireplace,Terrace,Garden,Surface area land,Pool,Condition
9023,Zwijndrecht,HOUSE,287000.0,2.0,124.0,True,False,False,False,False,292.0,False,True
9024,Thuin,HOUSE,260000.0,4.0,150.0,True,False,False,True,True,733.0,False,False
9025,Charleroi,HOUSE,229000.0,4.0,202.0,True,False,False,False,True,225.0,False,True
9032,Nivelles,HOUSE,599000.0,6.0,330.0,True,False,False,True,True,555.0,True,True
9033,Halle-Vilvoorde,HOUSE,399000.0,3.0,120.0,True,False,False,True,True,429.0,False,True
9034,La Louvière,HOUSE,245000.0,4.0,150.0,True,False,False,False,True,488.0,False,True
9035,Uccle - Ukkel,HOUSE,430000.0,4.0,160.0,True,False,False,True,False,91.0,False,True
9036,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,APARTMENT_BLOCK,430000.0,0.0,250.0,True,False,False,True,False,0.0,False,False
9037,Philippeville,HOUSE,100000.0,4.0,182.0,False,False,True,False,True,466.0,False,False
9039,Charleroi,HOUSE,230000.0,5.0,300.0,True,False,True,True,True,350.0,False,False
9040,Philippeville,HOUSE,100000.0,2.0,104.0,True,False,True,False,True,450.0,False,False
9042,Halle-Vilvoorde,HOUSE,670000.0,3.0,230.0,True,False,True,True,False,0.0,False,False
9043,Ans,MIXED_USE_BUILDING,159000.0,0.0,145.0,True,False,False,False,True,0.0,False,False
9044,Charleroi,HOUSE,315000.0,3.0,328.0,True,False,False,True,True,1500.0,False,True
9045,Virton,HOUSE,121000.0,3.0,130.0,False,False,False,False,False,48.0,False,False
9046,Soignies,HOUSE,195000.0,2.0,124.0,True,False,False,True,False,240.0,False,False
9047,Halle-Vilvoorde,HOUSE,385000.0,2.0,140.0,True,False,False,False,False,336.0,False,True
9048,Boom,HOUSE,249000.0,3.0,130.0,True,False,False,True,True,248.0,False,True
9049,Turnhout,HOUSE,300000.0,3.0,112.0,True,False,False,False,True,0.0,False,False
9051,Flémalle,HOUSE,105000.0,4.0,129.0,True,False,False,False,False,0.0,False,True
9052,Mechelen,HOUSE,845000.0,6.0,306.0,True,False,False,True,True,4905.0,False,True
9053,Leuven,HOUSE,259000.0,3.0,193.0,True,False,False,False,False,273.0,False,True
9054,Hasselt,HOUSE,239000.0,4.0,161.0,True,False,False,False,True,451.0,False,True
9056,Ieper,VILLA,378250.0,4.0,175.0,False,False,False,False,True,841.0,False,False
9058,Namur,HOUSE,350000.0,2.0,163.0,False,False,False,True,False,350.0,False,True
9060,Gent,MIXED_USE_BUILDING,294500.0,2.0,145.0,False,False,False,False,False,56.0,False,False
9061,Oostende,HOUSE,279000.0,3.0,176.0,True,False,False,False,False,831.0,False,True
9062,Thuin,HOUSE,178500.0,4.0,203.0,True,False,False,True,True,240.0,False,False
9063,Turnhout,COUNTRY_COTTAGE,395000.0,6.0,296.0,False,False,False,False,True,1068.0,False,True
9064,Zandhoven,OTHER_PROPERTY,449500.0,4.0,210.0,True,False,False,True,True,783.0,False,True
9065,Nivelles,HOUSE,319000.0,3.0,158.0,False,False,False,False,True,239.0,False,False
9067,Arlon,HOUSE,235000.0,3.0,133.0,False,False,False,False,True,500.0,False,True
9071,Antwerpen,HOUSE,259000.0,4.0,115.0,True,False,False,True,False,56.0,False,True
9072,Antwerpen,MIXED_USE_BUILDING,254000.0,2.0,96.0,True,False,False,True,False,0.0,False,True
9074,Aalst,EXCEPTIONAL_PROPERTY,350000.0,2.0,120.0,True,False,True,True,False,120.0,False,True
9075,Huy,HOUSE,229000.0,3.0,151.0,True,False,True,False,True,2183.0,True,True
9080,Mortsel,HOUSE,419500.0,4.0,229.0,True,False,False,False,True,199.0,False,True
9081,Saint-Nicolas,HOUSE,195000.0,2.0,267.0,False,False,False,False,True,386.0,False,True
9084,Oudenaarde,HOUSE,150000.0,4.0,240.0,True,False,False,False,False,86.0,False,False
9085,Mechelen,HOUSE,399000.0,6.0,237.0,True,False,False,True,True,187.0,False,False
9086,Aalst,HOUSE,324000.0,3.0,175.0,True,False,False,True,True,0.0,False,True
9087,Merksem,HOUSE,225000.0,2.0,109.0,True,False,False,False,True,60.0,False,True
9088,Tongeren,HOUSE,235000.0,2.0,110.0,True,False,False,True,False,0.0,False,False
9089,Brugge,HOUSE,1599000.0,7.0,580.0,False,False,True,True,False,828.0,False,True
9090,Tongeren,HOUSE,245000.0,4.0,209.0,True,False,False,True,False,301.0,False,True
9091,Dinant,CHALET,130000.0,2.0,55.0,True,False,False,False,True,599.0,False,True
9092,Chaudfontaine,HOUSE,199000.0,3.0,259.0,False,False,False,False,True,259.0,False,True
9093,Grâce-Hollogne,HOUSE,225000.0,4.0,185.0,True,False,False,True,False,440.0,False,True
9095,Deurne,HOUSE,224900.0,2.0,105.0,True,False,False,False,True,0.0,False,True
9096,Hemiksem,HOUSE,235000.0,2.0,80.0,True,False,False,True,False,0.0,False,True
9097,Mechelen,CASTLE,2250000.0,0.0,666.0,False,False,False,False,False,48101.0,False,True
9098,Nivelles,APARTMENT_BLOCK,495000.0,3.0,170.0,False,False,False,False,False,0.0,False,True
9100,Tournai-Mouscron,HOUSE,285000.0,3.0,100.0,False,False,False,False,False,4489.0,False,False
9102,Charleroi,HOUSE,219000.0,3.0,143.0,True,False,False,False,False,330.0,False,True
9105,Thuin,APARTMENT_BLOCK,145000.0,5.0,230.0,True,False,False,True,False,380.0,False,False
9106,Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,HOUSE,895000.0,5.0,300.0,True,False,False,False,True,180.0,False,False
9108,Kortrijk,HOUSE,130000.0,2.0,84.0,True,False,False,False,True,97.0,False,False
9109,Maaseik,HOUSE,210000.0,3.0,129.0,False,False,False,False,False,692.0,False,True
9111,Turnhout,HOUSE,375000.0,4.0,160.0,False,False,False,False,True,3733.0,False,True
9112,Leuven,HOUSE,250000.0,7.0,173.0,False,False,False,False,True,312.0,False,True
9113,Schoten,VILLA,1595000.0,5.0,400.0,False,False,False,False,False,2170.0,False,True
9114,Kortrijk,HOUSE,139000.0,4.0,125.0,False,False,False,False,True,215.0,False,True
9116,Nivelles,HOUSE,250000.0,2.0,145.0,True,False,False,True,True,750.0,False,True
9117,Leuven,HOUSE,364900.0,2.0,200.0,False,False,False,False,False,792.0,False,True
9118,Verviers,HOUSE,525000.0,8.0,380.0,False,False,False,False,False,1338.0,False,True
9119,Bastogne,HOUSE,268000.0,3.0,93.0,True,False,True,True,False,1558.0,False,True
9120,Ville de Bruxelles - Stad Brussel,HOUSE,500000.0,4.0,178.0,False,False,False,False,False,0.0,False,True
9121,La Louvière,HOUSE,499000.0,8.0,353.0,True,False,False,True,True,890.0,False,False
9123,Charleroi,HOUSE,65000.0,2.0,110.0,False,False,False,False,False,0.0,False,False
9126,Mechelen,HOUSE,449000.0,3.0,150.0,False,False,False,True,False,56.0,False,False
9127,Nivelles,VILLA,700000.0,4.0,205.0,False,False,False,True,False,1588.0,False,True
9133,Thuin,HOUSE,240000.0,4.0,130.0,True,False,False,True,True,315.0,False,False
9134,Nivelles,HOUSE,295000.0,4.0,136.0,True,False,False,True,True,516.0,False,True
9135,Mechelen,HOUSE,325000.0,3.0,134.0,True,False,False,False,False,178.0,False,True
9136,Soignies,HOUSE,395000.0,5.0,247.0,True,False,False,False,False,960.0,False,True
9139,Ville de Bruxelles - Stad Brussel,APARTMENT_BLOCK,469000.0,6.0,220.0,True,False,False,False,False,0.0,False,False
9140,Kortrijk,HOUSE,239000.0,2.0,153.0,True,False,False,True,False,225.0,False,True
9141,Verviers,HOUSE,180000.0,5.0,200.0,True,False,False,False,True,150.0,False,True
9142,Halle-Vilvoorde,HOUSE,314000.0,4.0,195.0,True,False,False,True,False,114.0,False,False
9145,Zwijndrecht,HOUSE,499000.0,6.0,485.0,True,False,False,True,True,0.0,False,True
9146,Verviers,HOUSE,599000.0,3.0,400.0,True,False,False,True,True,1700.0,True,False
9149,Nivelles,VILLA,1550000.0,5.0,345.0,True,False,True,True,True,10.0,True,True
9150,Soignies,HOUSE,395000.0,5.0,247.0,True,False,False,False,False,960.0,False,True
9151,Kortrijk,HOUSE,275000.0,3.0,145.0,True,False,False,True,False,294.0,False,True
9152,Charleroi,VILLA,849000.0,3.0,175.0,True,False,False,False,False,1051.0,True,True
9153,Ath,HOUSE,75000.0,2.0,100.0,False,False,False,True,False,100.0,False,False
9154,Halle-Vilvoorde,HOUSE,485000.0,3.0,142.0,True,False,True,True,False,1237.0,False,True
9158,Thuin,HOUSE,146000.0,3.0,125.0,True,False,False,False,True,890.0,False,False
9163,Huy,HOUSE,145000.0,2.0,89.0,False,False,False,True,True,510.0,False,True
9165,Dendermonde,HOUSE,415000.0,3.0,215.0,False,False,False,False,False,3180.0,False,True
9166,Seraing,HOUSE,229000.0,5.0,260.0,False,False,False,True,False,0.0,False,True
9167,Arlon,HOUSE,580000.0,6.0,380.0,False,False,False,True,False,900.0,False,True
9168,Aalst,MIXED_USE_BUILDING,419000.0,3.0,200.0,True,False,False,True,False,650.0,False,True
9169,Nivelles,APARTMENT_BLOCK,950000.0,4.0,500.0,True,False,False,True,False,278.0,False,False
9172,Liège,MIXED_USE_BUILDING,259500.0,2.0,165.0,False,False,False,True,False,120.0,False,True
9177,Nivelles,HOUSE,460000.0,4.0,178.0,True,False,False,True,False,2240.0,False,True
9179,Soignies,HOUSE,350000.0,4.0,180.0,True,False,False,True,True,187.0,False,True
9181,Verviers,MIXED_USE_BUILDING,99000.0,2.0,120.0,False,False,False,False,False,400.0,False,True
9182,Leuven,HOUSE,285000.0,4.0,271.0,True,False,False,True,True,796.0,False,True
9187,Halle-Vilvoorde,HOUSE,785000.0,2.0,185.0,True,False,False,True,True,639.0,False,True
9192,Dendermonde,HOUSE,280000.0,4.0,190.0,True,False,False,False,False,265.0,False,True
9195,Deurne,HOUSE,430000.0,6.0,240.0,False,False,False,False,True,362.0,False,True
9197,Schaerbeek - Schaarbeek,HOUSE,400000.0,6.0,215.0,True,False,False,False,False,63.0,False,True
9198,Aalst,MIXED_USE_BUILDING,410000.0,7.0,411.0,False,False,False,True,True,747.0,False,True
9199,Aalst,HOUSE,410000.0,7.0,411.0,False,False,False,True,True,747.0,False,True
9203,Leuven,HOUSE,372000.0,3.0,147.0,True,False,False,True,False,63.0,False,False
9205,Roeselare,HOUSE,120000.0,2.0,50.0,False,False,False,False,False,0.0,False,True
9207,Assesse,HOUSE,415000.0,3.0,780.0,True,False,False,True,True,780.0,False,True
9208,Assesse,HOUSE,415000.0,3.0,215.0,True,False,False,True,True,750.0,False,True
9210,Boechout,HOUSE,429000.0,3.0,190.0,True,False,False,True,True,349.0,False,True
9211,Turnhout,HOUSE,335000.0,4.0,160.0,False,False,False,True,True,197.0,False,True
9213,Antwerpen,TOWN_HOUSE,369900.0,3.0,148.0,True,False,False,False,True,222.0,False,True
9214,Leuven,VILLA,420000.0,4.0,320.0,True,False,True,False,True,389.0,False,True
9216,Mechelen,HOUSE,442000.0,4.0,155.0,True,False,False,True,True,120.0,False,True
9217,Nivelles,HOUSE,495000.0,4.0,280.0,True,False,False,True,True,349.0,False,True
9222,Maaseik,HOUSE,280000.0,3.0,150.0,True,False,False,False,True,2276.0,False,True
9224,Turnhout,HOUSE,335000.0,3.0,160.0,True,False,False,True,True,137.0,False,True
9225,Sint-Niklaas,HOUSE,199000.0,3.0,130.0,False,False,False,True,True,313.0,False,True
9226,Berchem,HOUSE,465000.0,4.0,140.0,True,False,False,False,True,188.0,False,True
9227,Virton,HOUSE,295000.0,3.0,150.0,False,False,False,False,False,600.0,False,True
9228,Sint-Niklaas,HOUSE,285000.0,3.0,185.0,False,False,False,True,True,195.0,False,True
9230,Oudenaarde,HOUSE,355000.0,4.0,205.0,True,False,False,True,True,3067.0,False,True
9231,Mechelen,HOUSE,398000.0,3.0,118.0,True,False,False,False,True,574.0,False,True
9236,Visé,HOUSE,265000.0,5.0,270.0,False,True,False,True,True,0.0,False,True
9237,Verviers,HOUSE,299000.0,4.0,160.0,False,False,False,True,False,217.0,True,True
9239,Turnhout,HOUSE,290000.0,4.0,174.0,True,False,False,False,True,1137.0,False,False
9241,Kortrijk,HOUSE,348000.0,5.0,240.0,True,False,False,True,True,205.0,False,True
9242,Halle-Vilvoorde,HOUSE,290000.0,3.0,115.0,False,False,False,False,False,0.0,False,True
9247,Leuven,OTHER_PROPERTY,265000.0,5.0,226.0,True,False,False,True,True,533.0,False,True
9248,Leuven,HOUSE,265000.0,5.0,226.0,True,False,False,True,True,533.0,False,True
9250,Arlon,HOUSE,295000.0,4.0,204.0,True,False,False,False,True,613.0,False,True
9258,Kortrijk,HOUSE,145000.0,2.0,165.0,False,False,False,False,False,325.0,False,True
9259,Kortrijk,HOUSE,290000.0,4.0,330.0,False,False,False,False,False,651.0,False,True
9261,Turnhout,HOUSE,189000.0,3.0,127.0,True,False,False,False,False,80.0,False,True
9262,Halle-Vilvoorde,MIXED_USE_BUILDING,460000.0,3.0,220.0,True,False,False,True,True,383.0,False,True
9263,Halle-Vilvoorde,HOUSE,290000.0,3.0,115.0,False,False,False,False,False,0.0,False,True
9264,Roeselare,HOUSE,498000.0,3.0,430.0,False,False,False,True,True,1884.0,False,True
9265,Dinant,HOUSE,89000.0,2.0,79.0,False,False,False,False,True,1500.0,False,True
9266,Halle-Vilvoorde,HOUSE,289000.0,3.0,142.0,True,False,False,False,False,435.0,False,True
9267,La Bruyère,COUNTRY_COTTAGE,375000.0,3.0,200.0,True,False,True,True,True,1273.0,False,True
9269,Diksmuide,HOUSE,259500.0,3.0,160.0,False,False,False,False,False,437.0,False,True
9270,Halle-Vilvoorde,HOUSE,525000.0,3.0,137.0,True,False,False,True,False,544.0,False,True
9271,Merksem,HOUSE,345000.0,3.0,156.0,True,False,False,True,True,180.0,False,True
9273,Charleroi,HOUSE,229000.0,3.0,141.0,True,False,False,False,False,198.0,False,True
9275,Neufchâteau,HOUSE,275000.0,4.0,243.0,True,False,False,True,False,0.0,False,False
9276,Neufchâteau,HOUSE,239000.0,5.0,213.0,True,False,False,True,False,544.0,False,False
9277,Charleroi,VILLA,269900.0,2.0,137.0,True,False,False,True,True,1651.0,False,True
9279,Ath,HOUSE,130000.0,3.0,180.0,True,False,False,True,True,505.0,False,True
9280,Wilrijk,HOUSE,345000.0,2.0,132.0,True,False,False,False,True,384.0,False,True
9281,Tournai-Mouscron,HOUSE,159000.0,3.0,115.0,True,False,False,True,True,230.0,False,True
9283,Tongeren,HOUSE,249000.0,3.0,184.0,True,False,False,False,False,460.0,False,True
9287,Uccle - Ukkel,VILLA,1300000.0,4.0,245.0,True,False,False,True,False,1028.0,False,True
9288,Oostende,HOUSE,384000.0,4.0,180.0,True,False,False,False,True,494.0,False,True
9289,Brugge,HOUSE,594500.0,4.0,207.0,False,False,False,True,False,490.0,False,True
9290,Brugge,HOUSE,612800.0,4.0,220.0,False,False,False,True,False,553.0,False,True
9291,Brugge,HOUSE,634500.0,4.0,213.0,False,False,False,True,False,674.0,False,True
9292,Brugge,HOUSE,149900.0,2.0,69.0,False,False,False,True,False,69.0,False,True
9304,Oostende,HOUSE,199990.0,2.0,105.0,True,False,False,True,False,63.0,False,True
9307,Veurne,HOUSE,159000.0,3.0,134.0,False,True,False,False,True,83.0,False,True
9308,Mechelen,HOUSE,189000.0,3.0,77.0,False,False,False,False,True,49.0,False,True
9309,Antwerpen,HOUSE,299500.0,3.0,164.0,True,False,False,True,False,91.0,False,True
9311,Dendermonde,HOUSE,185000.0,2.0,99.0,True,False,False,False,False,0.0,False,True
9312,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,MIXED_USE_BUILDING,235000.0,2.0,91.0,False,False,False,False,False,0.0,False,False
9313,Saint-Nicolas,MIXED_USE_BUILDING,229999.0,5.0,255.0,False,False,False,False,False,0.0,False,True
9314,Dinant,HOUSE,129000.0,3.0,150.0,False,False,False,False,True,301.0,False,True
9315,Dinant,HOUSE,189000.0,2.0,150.0,False,False,False,False,True,453.0,False,True
9316,Stabroek,TOWN_HOUSE,319000.0,4.0,176.0,True,False,True,True,True,207.0,False,True
9317,Boom,HOUSE,329000.0,3.0,110.0,True,False,False,True,True,498.0,False,True
9318,Herstal,HOUSE,259000.0,3.0,124.0,True,False,False,True,True,280.0,False,True
9320,Mechelen,HOUSE,320000.0,2.0,120.0,True,False,False,True,True,295.0,False,True
9321,Stabroek,HOUSE,459990.0,4.0,275.0,True,False,True,True,True,0.0,False,True
9322,Turnhout,HOUSE,255000.0,3.0,163.0,True,False,False,True,False,311.0,False,True
9323,Brugge,HOUSE,289000.0,5.0,159.0,True,False,False,True,False,0.0,False,True
9324,Brugge,VILLA,612800.0,4.0,220.0,False,False,False,False,True,553.0,False,False
9325,Brugge,VILLA,634500.0,4.0,213.0,False,False,False,False,True,674.0,False,False
9326,Oostende,HOUSE,399000.0,3.0,182.0,True,False,False,True,True,208.0,False,True
9327,Schoten,HOUSE,380000.0,4.0,252.0,True,False,False,True,True,397.0,False,True
9328,Tielt,HOUSE,595000.0,4.0,218.0,False,False,False,True,False,5633.0,False,True
9330,Aywaille,HOUSE,260000.0,3.0,535.0,True,False,False,True,True,535.0,False,True
9332,Gent,HOUSE,509000.0,3.0,178.0,True,False,False,True,True,237.0,False,True
9334,Halle-Vilvoorde,HOUSE,530000.0,4.0,230.0,True,False,False,True,False,1060.0,False,True
9336,Ath,HOUSE,373000.0,3.0,220.0,True,False,False,False,True,3753.0,False,True
9338,Halle-Vilvoorde,HOUSE,292000.0,5.0,193.0,False,False,True,False,False,115.0,False,True
9339,Halle-Vilvoorde,HOUSE,292000.0,5.0,193.0,False,False,True,False,False,115.0,False,True
9341,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,HOUSE,500000.0,4.0,145.0,True,False,False,True,True,166.0,False,True
9343,Mons,HOUSE,190000.0,4.0,154.0,True,False,False,True,True,250.0,False,True
9346,Dendermonde,HOUSE,359000.0,3.0,180.0,False,False,False,True,False,406.0,False,False
9347,Brugge,VILLA,490000.0,3.0,160.0,True,False,True,True,True,492.0,False,True
9348,Deurne,APARTMENT_BLOCK,425000.0,5.0,270.0,False,False,False,False,True,205.0,False,True
9349,Diksmuide,HOUSE,277500.0,3.0,187.0,True,False,False,True,False,0.0,False,True
9350,Maaseik,EXCEPTIONAL_PROPERTY,485000.0,4.0,314.0,True,True,True,True,True,119700.0,True,True
9351,Aalst,HOUSE,175000.0,3.0,100.0,True,False,False,False,False,80.0,False,True
9352,Halle-Vilvoorde,HOUSE,399000.0,4.0,135.0,False,False,False,True,False,462.0,False,False
9353,Halle-Vilvoorde,HOUSE,399000.0,4.0,135.0,False,False,False,True,False,462.0,False,False
9355,Mons,VILLA,340000.0,3.0,150.0,True,False,False,True,False,1000.0,False,True
9356,Ieper,HOUSE,156000.0,3.0,166.0,False,False,False,True,True,237.0,False,False
9357,Aalst,VILLA,1195000.0,4.0,323.0,True,False,True,True,True,3032.0,False,False
9358,Halle-Vilvoorde,HOUSE,195000.0,2.0,132.0,True,False,False,True,False,54.0,False,True
9360,Turnhout,HOUSE,369000.0,3.0,176.0,True,False,True,True,True,684.0,False,True
9361,Mons,HOUSE,190000.0,3.0,153.0,True,False,False,True,False,840.0,False,True
9362,Profondeville,VILLA,639000.0,6.0,306.0,False,False,False,False,True,7200.0,False,True
9363,Profondeville,HOUSE,639000.0,6.0,306.0,False,False,False,False,True,7200.0,False,True
9364,Tournai-Mouscron,APARTMENT_BLOCK,189000.0,4.0,150.0,False,False,False,False,False,92.0,False,True
9365,Leuven,HOUSE,265000.0,3.0,158.0,True,False,False,False,True,0.0,False,True
9367,Leuven,HOUSE,265000.0,3.0,158.0,True,False,False,False,True,0.0,False,True
9368,Tongeren,HOUSE,215000.0,3.0,194.0,True,False,False,False,True,674.0,False,True
9369,Leuven,VILLA,595000.0,4.0,195.0,True,False,False,True,False,785.0,True,True
9370,Sambreville,HOUSE,239000.0,3.0,400.0,True,False,False,False,False,139.0,False,True
9371,Sambreville,HOUSE,229000.0,4.0,210.0,True,False,False,True,True,258.0,False,True
9373,Mechelen,HOUSE,345000.0,6.0,230.0,True,False,False,True,False,0.0,False,True
9374,Mechelen,HOUSE,449000.0,4.0,249.0,True,False,False,True,True,140.0,False,True
9375,Dendermonde,HOUSE,189000.0,1.0,85.0,False,False,False,True,False,110.0,False,False
9377,Brugge,MANOR_HOUSE,995000.0,5.0,392.0,True,False,False,True,False,21530.0,False,True
9378,Charleroi,HOUSE,119000.0,5.0,154.0,False,False,False,True,False,0.0,False,False
9379,Gent,HOUSE,412000.0,3.0,210.0,True,False,False,True,True,279.0,False,True
9380,Kortrijk,HOUSE,219000.0,4.0,125.0,True,False,False,True,False,278.0,False,True
9381,Brugge,HOUSE,229000.0,3.0,120.0,True,False,False,True,True,216.0,False,True
9382,Dendermonde,HOUSE,224500.0,2.0,93.0,False,False,False,True,True,115.0,False,True
9383,Brugge,HOUSE,519000.0,3.0,174.0,True,False,False,True,False,162.0,False,True
9385,Dendermonde,HOUSE,265000.0,3.0,118.0,True,False,False,True,True,312.0,False,True
9386,Wandre,APARTMENT_BLOCK,1401770.0,13.0,562.0,True,False,False,True,True,0.0,False,False
9387,Gent,HOUSE,293000.0,2.0,96.0,False,False,False,True,False,46.0,False,True
9388,Juprelle,HOUSE,385000.0,3.0,309.0,True,False,False,True,True,1000.0,False,True
9389,Aalst,MANOR_HOUSE,1195000.0,4.0,323.0,True,False,True,True,True,3032.0,False,False
9390,Nivelles,VILLA,980000.0,5.0,320.0,True,False,True,True,True,775.0,False,True
9391,Tournai-Mouscron,HOUSE,269000.0,3.0,130.0,True,False,False,True,True,180.0,False,True
9392,Liège,APARTMENT_BLOCK,435000.0,3.0,170.0,True,False,False,True,False,60.0,False,False
9393,Leuven,HOUSE,310000.0,2.0,250.0,False,False,False,True,True,346.0,False,True
9394,Brugge,HOUSE,349000.0,2.0,129.0,True,False,False,True,True,700.0,False,True
9395,Aalst,MIXED_USE_BUILDING,110000.0,2.0,149.0,True,False,False,True,False,129.0,False,True
9398,Oostende,HOUSE,325000.0,3.0,159.0,True,False,False,True,True,703.0,False,True
9402,Mons,HOUSE,85000.0,2.0,68.0,True,False,False,True,False,0.0,False,True
9403,Soignies,HOUSE,169000.0,3.0,186.0,False,False,False,True,True,230.0,False,True
9404,Maaseik,HOUSE,349000.0,3.0,240.0,True,False,False,False,False,550.0,False,True
9407,Oostende,CHALET,279000.0,3.0,79.0,True,False,False,True,False,269.0,False,False
9411,Halle-Vilvoorde,MIXED_USE_BUILDING,475000.0,4.0,300.0,True,False,False,True,False,558.0,False,True
9412,Sint-Niklaas,HOUSE,192000.0,4.0,115.0,True,False,False,True,False,70.0,False,True
9413,Kortrijk,HOUSE,85000.0,2.0,83.0,True,False,False,True,False,75.0,False,True
9414,Aalst,TOWN_HOUSE,398000.0,3.0,200.0,False,True,False,True,True,284.0,False,True
9415,Leuven,MANSION,649000.0,5.0,202.0,True,False,False,True,False,140.0,False,True
9416,Dendermonde,HOUSE,169000.0,2.0,75.0,True,False,False,True,True,141.0,False,True
9417,Ath,HOUSE,205000.0,2.0,91.0,False,False,False,True,False,0.0,False,True
9418,Mons,VILLA,350000.0,4.0,150.0,True,False,False,True,True,4152.0,False,True
9420,Mons,HOUSE,125000.0,3.0,120.0,True,False,False,False,True,234.0,False,True
9421,Hasselt,HOUSE,278000.0,3.0,125.0,True,False,False,True,False,1273.0,False,True
9422,Mechelen,HOUSE,449000.0,4.0,191.0,True,False,False,True,False,0.0,False,True
9426,La Louvière,HOUSE,99000.0,3.0,127.0,True,False,False,False,False,78.0,False,True
9427,Antwerpen,HOUSE,475000.0,3.0,131.0,False,False,False,True,True,0.0,False,True
9429,Halle-Vilvoorde,HOUSE,325000.0,4.0,150.0,True,False,False,True,False,145.0,False,True
9430,Halle-Vilvoorde,HOUSE,390000.0,2.0,188.0,True,False,False,True,False,770.0,False,False
9431,Lint,HOUSE,539000.0,2.0,130.0,True,False,False,False,True,0.0,False,True
9432,Waremme,HOUSE,270000.0,4.0,168.0,True,False,False,True,False,234.0,False,True
9434,Flémalle,HOUSE,249000.0,3.0,173.0,True,False,False,True,True,565.0,False,True
9435,Halle-Vilvoorde,HOUSE,298000.0,3.0,206.0,True,False,False,False,True,144.0,False,True
9436,Verviers,HOUSE,210000.0,3.0,151.0,True,False,False,True,True,142.0,False,True
9437,Verviers,HOUSE,155000.0,3.0,146.0,True,False,False,True,True,396.0,False,True
9439,Charleroi,HOUSE,125000.0,2.0,107.0,False,False,False,False,False,160.0,False,True
9441,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,HOUSE,399000.0,6.0,215.0,False,False,False,True,True,225.0,False,True
9442,Saint-Nicolas,HOUSE,224900.0,2.0,125.0,True,False,False,True,True,463.0,False,True
9444,Mons,HOUSE,295000.0,9.0,225.0,False,False,False,True,False,230.0,False,True
9446,Halle-Vilvoorde,HOUSE,720000.0,5.0,305.0,True,False,False,True,True,1359.0,False,True
9447,Tongeren,HOUSE,320000.0,4.0,263.0,True,False,False,True,True,370.0,False,True
9448,Tongeren,MIXED_USE_BUILDING,325000.0,3.0,219.0,True,False,False,True,False,356.0,False,False
9449,Marche-en-Famenne,CHALET,189000.0,3.0,80.0,False,False,False,True,False,0.0,False,False
9450,Thuin,VILLA,260000.0,3.0,250.0,False,False,False,False,True,2500.0,False,True
9451,Ath,EXCEPTIONAL_PROPERTY,983000.0,4.0,391.0,True,False,False,True,False,3229.0,False,True
9453,Aalst,HOUSE,240000.0,4.0,165.0,True,False,False,True,False,80.0,False,True
9455,Verviers,HOUSE,154500.0,4.0,165.0,True,False,False,True,False,260.0,False,True
9461,Sint-Niklaas,HOUSE,635000.0,3.0,278.0,True,False,False,True,True,5651.0,False,True
9462,Sint-Niklaas,HOUSE,269000.0,3.0,141.0,True,False,False,True,True,221.0,False,True
9466,Halle-Vilvoorde,EXCEPTIONAL_PROPERTY,1198000.0,7.0,525.0,True,False,False,True,False,2700.0,False,False
9469,Seraing,HOUSE,215000.0,3.0,106.0,True,False,False,True,False,0.0,False,True
9474,Charleroi,HOUSE,245000.0,2.0,120.0,True,False,False,True,False,158.0,False,True
9478,Anderlecht,TOWN_HOUSE,369000.0,4.0,222.0,True,False,False,True,False,210.0,False,True
9482,Trooz,HOUSE,79000.0,2.0,80.0,False,False,False,False,True,80.0,False,True
9483,Aywaille,HOUSE,219000.0,3.0,106.0,True,False,False,True,False,1093.0,False,True
9484,Turnhout,HOUSE,310000.0,4.0,163.0,True,False,False,True,False,197.0,False,False
9486,Zoersel,HOUSE,439000.0,3.0,176.0,True,False,False,True,True,192.0,False,False
9487,Diksmuide,HOUSE,258000.0,2.0,126.0,False,False,False,False,True,173.0,False,False
9488,Diksmuide,HOUSE,255000.0,2.0,130.0,False,False,False,False,True,135.0,False,False
9490,Halle-Vilvoorde,APARTMENT_BLOCK,599000.0,6.0,255.0,False,False,False,False,True,300.0,False,True
9503,Oudenaarde,HOUSE,249000.0,3.0,130.0,True,False,True,True,True,814.0,False,True
9504,Oudenaarde,MANSION,429000.0,4.0,455.0,True,True,True,True,True,280.0,False,True
9512,Kortrijk,HOUSE,129000.0,3.0,137.0,False,False,False,True,True,129.0,False,True
9518,Hasselt,HOUSE,649000.0,4.0,260.0,True,False,True,True,True,964.0,True,True
9519,Tongeren,HOUSE,275000.0,3.0,120.0,True,False,False,False,True,821.0,False,True
9520,Roeselare,HOUSE,345000.0,5.0,278.0,True,False,False,False,True,280.0,False,False
9523,Leuven,VILLA,675000.0,4.0,264.0,True,True,False,False,False,2684.0,False,True
9524,Turnhout,EXCEPTIONAL_PROPERTY,425000.0,3.0,131.0,True,False,False,False,False,6828.0,False,True
